FlatFileSource_Name,FlatFileSource_ConnectionName,FlatFileSource_DataType,FlatFileSource_ColumnDelimiter,FlatFileSource_Property,FlatFileSource_Format,OleDbSource_Name,OleDbSource_ConnectionName,OleDbSource_ReadSolids,OleDbSource_Property,MergeJoinTransform_Name,MergeJoinTransform_JoinType,MergeJoinTransform_JoinInput,MergeJoinTransform_JoinCondition,LookupTransform_Name,LookupTransform_InputName,LookupTransform_DestinationName,LookupTransform_LookupOutputColumn,LookupTransform_LookupSource,LookupTransform_LookupCondition,ExpressionTransform_Name,ExpressionTransform_InputName,OleDbDestination_Name,OleDbDestination_ConnectionName,OleDbDestination_Property,FlatFileDestination_Name,FlatFileDestination_ConnectionName,FlatFileDestination_DataType,FlatFileDestination_Format,FlatFileDestination_Property,xml_filename
ProjectRepairOrders,s3://source-delta-lake/data/ProjectRepairOrders/,Text,",","[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '140'}]",FixedWidth,ProjectRepairOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ProjectOrderID ,  ProjectID FROM ProjectOrders'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'RepairRepairOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ProjectRepairOrders'}]",{'@JoinExpression': 'ProductData.ProjectOrderID  = InventoryData.ProjectOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ProjectOrderID ', '@DataType': 'Float64'}","{'@Name': 'ProjectRepairOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID '},ExpressionTransform2,Merge,ProjectRepairOrders,DatabaseConnection,"[{'@Name': 'RepairRepairOrders', '#text': 'ProcessedRepairOrders'}, {'@Name': 'ProjectRepairOrders', '#text': 'ProcessedRepairOrders'}]",ProjectRepairOrders,s3://delta-lake/ProjectRepairOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ProjectRepairOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml138.xml
SubscriptionSubscriptionOrders,s3a://source-delta-lake/SubscriptionSubscriptionOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SubscriptionSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SubscriptionOrderID ,  CustomerID FROM SubscriptionOrders'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int64'}","{'@Name': 'SubscriptionSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform1,Sort,SubscriptionSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",SubscriptionSubscriptionOrders,s3://delta-lake/SubscriptionSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SubscriptionSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml139.xml
TrainingSubscriptionOrders,s3a://source-delta-lake/data/TrainingSubscriptionOrders/,Text,",","[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,TrainingSubscriptionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TrainingOrderID ,  TrainingID FROM TrainingOrders WHERE Country = 'India' OR Country = 'China'; '}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionSubscriptionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TrainingSubscriptionOrders'}]",{'@JoinExpression': 'ProductData.TrainingOrderID  = InventoryData.TrainingOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int8'}","{'@Name': 'TrainingSubscriptionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID '},ExpressionTransform2,MultiCast,TrainingSubscriptionOrders,DatabaseConnection,"[{'@Name': 'SubscriptionSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}, {'@Name': 'TrainingSubscriptionOrders', '#text': 'ProcessedSubscriptionOrders'}]",TrainingSubscriptionOrders,s3://delta-lake/TrainingSubscriptionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TrainingSubscriptionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml139.xml
MaintenanceMaintenanceOrders,s3a://source-delta-lake/MaintenanceMaintenanceOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,MaintenanceMaintenanceOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MaintenanceOrderID ,  EquipmentID FROM MaintenanceOrders WHERE CustomerID NOT BETWEEN 10 AND 60;'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Float32'}","{'@Name': 'MaintenanceMaintenanceOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID '},ExpressionTransform1,Sort,MaintenanceMaintenanceOrders,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",MaintenanceMaintenanceOrders,s3://delta-lake/MaintenanceMaintenanceOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MaintenanceMaintenanceOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml140.xml
LoanApplications,s3://source-delta-lake/LoanApplications/,Text,|,"[{'@Name': 'FileName', '#text': 'LoanApplications.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,LoanApplications,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ApplicationID ,  CustomerID FROM LoanApplications'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'MaintenanceMaintenanceOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanApplications'}]",{'@JoinExpression': 'ProductData.ApplicationID  = InventoryData.ApplicationID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EquipmentID', '@DataType': 'Int64'}","{'@Name': 'LoanApplications', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID '},ExpressionTransform2,MergeJoin,LoanApplications,DatabaseConnection,"[{'@Name': 'MaintenanceMaintenanceOrders', '#text': 'ProcessedMaintenanceOrders'}, {'@Name': 'LoanApplications', '#text': 'ProcessedMaintenanceOrders'}]",LoanApplications,s3://delta-lake/LoanApplications/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LoanApplications.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml140.xml
InspectionInspectionOrders,s3a://source-delta-lake/InspectionInspectionOrders/,Text,",","[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,InspectionInspectionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InspectionOrderID ,  FacilityID FROM InspectionOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'InspectionInspectionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MarketingInspectionOrders'}]",{'@JoinExpression': 'ProductData.MarketingOrderID  = InventoryData.MarketingOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Int32'}","{'@Name': 'InspectionInspectionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID '},ExpressionTransform1,UnionAll,InspectionInspectionOrders,DatabaseConnection,"[{'@Name': 'InspectionInspectionOrders', '#text': 'ProcessedInspectionOrders'}, {'@Name': 'MarketingInspectionOrders', '#text': 'ProcessedInspectionOrders'}]",InspectionInspectionOrders,s3://delta-lake/InspectionInspectionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'InspectionInspectionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml141.xml
MarketingInspectionOrders,s3://source-delta-lake/data/MarketingInspectionOrders/,Text,",","[{'@Name': 'FileName', '#text': 'MarketingInspectionOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,MarketingInspectionOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MarketingOrderID ,  CampaignID FROM MarketingOrders'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'InspectionInspectionOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MarketingInspectionOrders'}]",{'@JoinExpression': 'ProductData.MarketingOrderID  = InventoryData.MarketingOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float64'}","{'@Name': 'MarketingInspectionOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID '},ExpressionTransform2,LookUp,MarketingInspectionOrders,DatabaseConnection,"[{'@Name': 'InspectionInspectionOrders', '#text': 'ProcessedInspectionOrders'}, {'@Name': 'MarketingInspectionOrders', '#text': 'ProcessedInspectionOrders'}]",MarketingInspectionOrders,s3://delta-lake/MarketingInspectionOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MarketingInspectionOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml141.xml
SubscriptionRenewals,s3a://source-delta-lake/SubscriptionRenewals/,Text,",","[{'@Name': 'FileName', '#text': 'SubscriptionRenewals.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,SubscriptionRenewals,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RenewalID ,  SubscriptionID FROM SubscriptionRenewals'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionRenewals'}, {'@OutputName': 'InventoryData', '@SourceName': 'LicenseSubscriptionRenewals'}]",{'@JoinExpression': 'ProductData.LicenseOrderID  = InventoryData.LicenseOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' SubscriptionID', '@DataType': 'Float16'}","{'@Name': 'SubscriptionRenewals', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RenewalID  = SubscriptionRenewals.RenewalID '},ExpressionTransform1,LookUp,SubscriptionRenewals,DatabaseConnection,"[{'@Name': 'SubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}, {'@Name': 'LicenseSubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}]",SubscriptionRenewals,s3://delta-lake/SubscriptionRenewals/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SubscriptionRenewals.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml142.xml
LicenseSubscriptionRenewals,s3://source-delta-lake/LicenseSubscriptionRenewals/,Text,",","[{'@Name': 'FileName', '#text': 'LicenseSubscriptionRenewals.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '120'}]",FixedWidth,LicenseSubscriptionRenewals,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LicenseOrderID ,  ProductID FROM LicenseOrders'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'SubscriptionRenewals'}, {'@OutputName': 'InventoryData', '@SourceName': 'LicenseSubscriptionRenewals'}]",{'@JoinExpression': 'ProductData.LicenseOrderID  = InventoryData.LicenseOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' SubscriptionID', '@DataType': 'Int16'}","{'@Name': 'LicenseSubscriptionRenewals', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID '},ExpressionTransform2,LookUp,LicenseSubscriptionRenewals,DatabaseConnection,"[{'@Name': 'SubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}, {'@Name': 'LicenseSubscriptionRenewals', '#text': 'ProcessedSubscriptionRenewals'}]",LicenseSubscriptionRenewals,s3://delta-lake/LicenseSubscriptionRenewals/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LicenseSubscriptionRenewals.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml142.xml
LeaseLeaseOrders,s3://source-delta-lake/data/LeaseLeaseOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'LeaseLeaseOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,LeaseLeaseOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LeaseOrderID ,  PropertyID FROM LeaseOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'LeaseLeaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'AdvertisementLeaseOrders'}]",{'@JoinExpression': 'ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' PropertyID', '@DataType': 'Float32'}","{'@Name': 'LeaseLeaseOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID '},ExpressionTransform1,MergeJoin,LeaseLeaseOrders,DatabaseConnection,"[{'@Name': 'LeaseLeaseOrders', '#text': 'ProcessedLeaseOrders'}, {'@Name': 'AdvertisementLeaseOrders', '#text': 'ProcessedLeaseOrders'}]",LeaseLeaseOrders,s3://delta-lake/LeaseLeaseOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LeaseLeaseOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml143.xml
AdvertisementLeaseOrders,s3a://source-delta-lake/AdvertisementLeaseOrders/,Text,",","[{'@Name': 'FileName', '#text': 'AdvertisementLeaseOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '80'}]",FixedWidth,AdvertisementLeaseOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT AdvertisementOrderID ,  AdvertisementID FROM AdvertisementOrders'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'LeaseLeaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'AdvertisementLeaseOrders'}]",{'@JoinExpression': 'ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' PropertyID', '@DataType': 'Int8'}","{'@Name': 'AdvertisementLeaseOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.LeaseOrderID  = AdvertisementLeaseOrders.LeaseOrderID '},ExpressionTransform2,MultiCast,AdvertisementLeaseOrders,DatabaseConnection,"[{'@Name': 'LeaseLeaseOrders', '#text': 'ProcessedLeaseOrders'}, {'@Name': 'AdvertisementLeaseOrders', '#text': 'ProcessedLeaseOrders'}]",AdvertisementLeaseOrders,s3://delta-lake/AdvertisementLeaseOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'AdvertisementLeaseOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml143.xml
EventEventOrders,s3://source-delta-lake/EventEventOrders/,Text,|,"[{'@Name': 'FileName', '#text': 'EventEventOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EventEventOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EventOrderID ,  EventID FROM EventOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EventEventOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TravelEventOrders'}]",{'@JoinExpression': 'ProductData.TravelOrderID  = InventoryData.TravelOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EventID', '@DataType': 'Text'}","{'@Name': 'EventEventOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EventOrderID  = EventEventOrders.EventOrderID '},ExpressionTransform1,MultiCast,EventEventOrders,DatabaseConnection,"[{'@Name': 'EventEventOrders', '#text': 'ProcessedEventOrders'}, {'@Name': 'TravelEventOrders', '#text': 'ProcessedEventOrders'}]",EventEventOrders,s3://delta-lake/EventEventOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EventEventOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml144.xml
TravelEventOrders,s3://source-delta-lake/TravelEventOrders/,Text,",","[{'@Name': 'FileName', '#text': 'TravelEventOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,TravelEventOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TravelOrderID ,  EmployeeID FROM TravelOrders WHERE EmployeeID NOT BETWEEN 1120 AND 1150;'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EventEventOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'TravelEventOrders'}]",{'@JoinExpression': 'ProductData.TravelOrderID  = InventoryData.TravelOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EventID', '@DataType': 'Int32'}","{'@Name': 'TravelEventOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EventOrderID  = TravelEventOrders.EventOrderID '},ExpressionTransform2,MultiCast,TravelEventOrders,DatabaseConnection,"[{'@Name': 'EventEventOrders', '#text': 'ProcessedEventOrders'}, {'@Name': 'TravelEventOrders', '#text': 'ProcessedEventOrders'}]",TravelEventOrders,s3://delta-lake/TravelEventOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TravelEventOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml144.xml
FacilityFacilityOrders,s3a://source-delta-lake/FacilityFacilityOrders/,Text,",","[{'@Name': 'FileName', '#text': 'FacilityFacilityOrders.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,FacilityFacilityOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT FacilityOrderID ,  FacilityID FROM FacilityOrders'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FacilityFacilityOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MembershipFacilityOrders'}]",{'@JoinExpression': 'ProductData.MembershipOrderID  = InventoryData.MembershipOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float32'}","{'@Name': 'FacilityFacilityOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.FacilityOrderID  = FacilityFacilityOrders.FacilityOrderID '},ExpressionTransform1,UnionAll,FacilityFacilityOrders,DatabaseConnection,"[{'@Name': 'FacilityFacilityOrders', '#text': 'ProcessedFacilityOrders'}, {'@Name': 'MembershipFacilityOrders', '#text': 'ProcessedFacilityOrders'}]",FacilityFacilityOrders,s3://delta-lake/FacilityFacilityOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'FacilityFacilityOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml145.xml
MembershipFacilityOrders,s3://source-delta-lake/data/MembershipFacilityOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'MembershipFacilityOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,MembershipFacilityOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MembershipOrderID ,  MembershipID FROM MembershipOrders'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FacilityFacilityOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'MembershipFacilityOrders'}]",{'@JoinExpression': 'ProductData.MembershipOrderID  = InventoryData.MembershipOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float64'}","{'@Name': 'MembershipFacilityOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.FacilityOrderID  = MembershipFacilityOrders.FacilityOrderID '},ExpressionTransform2,MultiCast,MembershipFacilityOrders,DatabaseConnection,"[{'@Name': 'FacilityFacilityOrders', '#text': 'ProcessedFacilityOrders'}, {'@Name': 'MembershipFacilityOrders', '#text': 'ProcessedFacilityOrders'}]",MembershipFacilityOrders,s3://delta-lake/MembershipFacilityOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'MembershipFacilityOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml145.xml
ConsultingConsultingOrders,s3a://source-delta-lake/ConsultingConsultingOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'ConsultingConsultingOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,ConsultingConsultingOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ConsultingOrderID ,  ConsultantID FROM ConsultingOrders'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ConsultingConsultingOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'SupplyConsultingOrders'}]",{'@JoinExpression': 'ProductData.SupplyOrderID  = InventoryData.SupplyOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ConsultantID', '@DataType': 'Float32'}","{'@Name': 'ConsultingConsultingOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ConsultingOrderID  = ConsultingConsultingOrders.ConsultingOrderID '},ExpressionTransform1,Sort,ConsultingConsultingOrders,DatabaseConnection,"[{'@Name': 'ConsultingConsultingOrders', '#text': 'ProcessedConsultingOrders'}, {'@Name': 'SupplyConsultingOrders', '#text': 'ProcessedConsultingOrders'}]",ConsultingConsultingOrders,s3://delta-lake/ConsultingConsultingOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ConsultingConsultingOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml146.xml
SupplyConsultingOrders,s3://source-delta-lake/data/SupplyConsultingOrders/,Text,:,"[{'@Name': 'FileName', '#text': 'SupplyConsultingOrders.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '140'}]",FixedWidth,SupplyConsultingOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SupplyOrderID ,  SupplierID FROM SupplyOrders'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ConsultingConsultingOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'SupplyConsultingOrders'}]",{'@JoinExpression': 'ProductData.SupplyOrderID  = InventoryData.SupplyOrderID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ConsultantID', '@DataType': 'Int8'}","{'@Name': 'SupplyConsultingOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ConsultingOrderID  = SupplyConsultingOrders.ConsultingOrderID '},ExpressionTransform2,MergeJoin,SupplyConsultingOrders,DatabaseConnection,"[{'@Name': 'ConsultingConsultingOrders', '#text': 'ProcessedConsultingOrders'}, {'@Name': 'SupplyConsultingOrders', '#text': 'ProcessedConsultingOrders'}]",SupplyConsultingOrders,s3://delta-lake/SupplyConsultingOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SupplyConsultingOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml146.xml
TrainingMaterialTrainingMaterialOrders,s3://source-delta-lake/data/TrainingMaterialTrainingMaterialOrders/,Text,",","[{'@Name': 'FileName', '#text': 'TrainingMaterialTrainingMaterialOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,TrainingMaterialTrainingMaterialOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT MaterialOrderID ,  TrainingMaterialID FROM TrainingMaterialOrders'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'TrainingMaterialTrainingMaterialOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'SurveyTrainingMaterialOrders'}]",{'@JoinExpression': 'ProductData.SurveyOrderID  = InventoryData.SurveyOrderID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' TrainingMaterialID', '@DataType': 'Float64'}","{'@Name': 'TrainingMaterialTrainingMaterialOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.MaterialOrderID  = TrainingMaterialTrainingMaterialOrders.MaterialOrderID '},ExpressionTransform1,Merge,TrainingMaterialTrainingMaterialOrders,DatabaseConnection,"[{'@Name': 'TrainingMaterialTrainingMaterialOrders', '#text': 'ProcessedTrainingMaterialOrders'}, {'@Name': 'SurveyTrainingMaterialOrders', '#text': 'ProcessedTrainingMaterialOrders'}]",TrainingMaterialTrainingMaterialOrders,s3://delta-lake/TrainingMaterialTrainingMaterialOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TrainingMaterialTrainingMaterialOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml147.xml
