Cluster ID,MergeJoinTransform_JoinType,ExpressionTransform_InputName,xml_filename,MergeJoinTransform_JoinCondition_@JoinExpression,LookupTransform_LookupCondition_@JoinExpression,FlatFileSource_Name__FlatFileSource_ConnectionName__OleDbSource_Name__OleDbDestination_Name__FlatFileDestination_Name__FlatFileDestination_ConnectionName__LookupTransform_LookupSource_@Name,MergeJoinTransform_JoinInput_0_@SourceName__OleDbDestination_Property_0_@Name,MergeJoinTransform_JoinInput_1_@SourceName__OleDbDestination_Property_1_@Name,OleDbDestination_Property_0_#text__OleDbDestination_Property_1_#text
4,InnerJoin,MergeJoin,xml56.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSupportLogs.SegmentID ,CustomerSupportLogs,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
1,OuterJoin,Merge,xml57.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = DemandForecasting.ForecastID ,DemandForecasting,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
1,InnerJoin,MergeJoin,xml57.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = E-commerceIntegration.ForecastID ,E-commerceIntegration,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
2,InnerJoin,MultiCast,xml58.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeAttendance.AttendanceID ,EmployeeAttendance,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
2,OuterJoin,MultiCast,xml58.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeTraining.AttendanceID ,EmployeeTraining,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
5,InnerJoin,Sort,xml59.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeBenefits.BenefitID ,EmployeeBenefits,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
5,LeftJoin,Sort,xml59.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeScheduling.BenefitID ,EmployeeScheduling,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
3,RightJoin,UnionAll,xml60.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeDisciplinary.DisciplinaryID ,EmployeeDisciplinary,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
3,LeftJoin,MergeJoin,xml60.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeBenefitsClaims.DisciplinaryID ,EmployeeBenefitsClaims,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
2,RightJoin,LookUp,xml61.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeEngagement.EngagementID ,EmployeeEngagement,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
2,OuterJoin,UnionAll,xml61.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeTrainingLogs.EngagementID ,EmployeeTrainingLogs,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
5,RightJoin,MergeJoin,xml62.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = EnergyConsumption.ConsumptionID ,EnergyConsumption,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
5,OuterJoin,UnionAll,xml62.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = FacilityInspections.ConsumptionID ,FacilityInspections,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
0,InnerJoin,Merge,xml63.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilityUtilization.UtilizationID ,FacilityUtilization,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,RightJoin,Sort,xml63.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilitySecurity.UtilizationID ,FacilitySecurity,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
0,RightJoin,LookUp,xml64.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = FinancialReports.ReportID ,FinancialReports,FinancialReports,SalesPerformance,ProcessedFinancialReports
0,OuterJoin,UnionAll,xml64.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ReportID  = SalesPerformance.ReportID ,SalesPerformance,FinancialReports,SalesPerformance,ProcessedFinancialReports
5,RightJoin,LookUp,xml65.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ForecastingData.DataID ,ForecastingData,ForecastingData,ExpenseReports,ProcessedForecastingData
5,LeftJoin,MergeJoin,xml65.xml,ProductData.ReportID  = InventoryData.ReportID ,MergedData.DataID  = ExpenseReports.DataID ,ExpenseReports,ForecastingData,ExpenseReports,ProcessedForecastingData
5,RightJoin,Merge,xml66.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GlobalTradeCompliance.ComplianceID ,GlobalTradeCompliance,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
5,OuterJoin,Merge,xml66.xml,ProductData.RegulationID  = InventoryData.RegulationID ,MergedData.ComplianceID  = GovernmentRegulations.ComplianceID ,GovernmentRegulations,GlobalTradeCompliance,GovernmentRegulations,ProcessedGlobalTradeCompliance
1,RightJoin,MergeJoin,xml67.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = InventoryStatus.StatusID ,InventoryStatus,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
1,RightJoin,LookUp,xml67.xml,ProductData.TrackingID  = InventoryData.TrackingID ,MergedData.StatusID  = ShipmentTracking.StatusID ,ShipmentTracking,InventoryStatus,ShipmentTracking,ProcessedInventoryStatus
2,LeftJoin,MergeJoin,xml68.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = LostAndFound.ItemID ,LostAndFound,LostAndFound,QualityControl,ProcessedLostAndFound
2,RightJoin,MultiCast,xml68.xml,ProductData.ControlID  = InventoryData.ControlID ,MergedData.ItemID  = QualityControl.ItemID ,QualityControl,LostAndFound,QualityControl,ProcessedLostAndFound
2,RightJoin,LookUp,xml69.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketExpansionStrategies.StrategyID ,MarketExpansionStrategies,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
5,OuterJoin,Merge,xml69.xml,ProductData.CampaignID  = InventoryData.CampaignID ,MergedData.StrategyID  = MarketingCampaigns.StrategyID ,MarketingCampaigns,MarketExpansionStrategies,MarketingCampaigns,ProcessedMarketExpansionStrategies
4,InnerJoin,Merge,xml70.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketResearchData.ResearchID ,MarketResearchData,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
4,RightJoin,Sort,xml70.xml,ProductData.AnalysisID  = InventoryData.AnalysisID ,MergedData.ResearchID  = MarketTrendsAnalysis.ResearchID ,MarketTrendsAnalysis,MarketResearchData,MarketTrendsAnalysis,ProcessedMarketResearchData
2,RightJoin,Merge,xml71.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderFulfillment.FulfillmentID ,OrderFulfillment,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
2,InnerJoin,LookUp,xml71.xml,ProductData.BillingID  = InventoryData.BillingID ,MergedData.FulfillmentID  = OrderBilling.FulfillmentID ,OrderBilling,OrderFulfillment,OrderBilling,ProcessedOrderFulfillment
3,InnerJoin,MergeJoin,xml72.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderHistory.OrderHistoryID ,OrderHistory,OrderHistory,OrderItemDetails,ProcessedOrderHistory
3,LeftJoin,UnionAll,xml72.xml,ProductData.ItemDetailID  = InventoryData.ItemDetailID ,MergedData.OrderHistoryID  = OrderItemDetails.OrderHistoryID ,OrderItemDetails,OrderHistory,OrderItemDetails,ProcessedOrderHistory
4,InnerJoin,MultiCast,xml73.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductAttributes.AttributeID ,ProductAttributes,ProductAttributes,ProductPricing,ProcessedProductAttributes
4,InnerJoin,LookUp,xml73.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.AttributeID  = ProductPricing.AttributeID ,ProductPricing,ProductAttributes,ProductPricing,ProcessedProductAttributes
2,OuterJoin,LookUp,xml74.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = ProductCatalog.ContactID  ,ProductCatalog,ProductCatalog,SupplierContact,ProcessedProductCatalog
2,LeftJoin,Merge,xml74.xml,ProductData.ContactID  = InventoryData.ContactID ,MergedData.ContactID   = SupplierContact.ContactID  ,SupplierContact,ProductCatalog,SupplierContact,ProcessedProductCatalog
0,RightJoin,UnionAll,xml75.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = ProductReviews.ReviewID ,ProductReviews,ProductReviews,CustomerFeedback,ProcessedProductReviews
0,OuterJoin,Sort,xml75.xml,ProductData.FeedbackID  = InventoryData.FeedbackID ,MergedData.ReviewID  = CustomerFeedback.ReviewID ,CustomerFeedback,ProductReviews,CustomerFeedback,ProcessedProductReviews
5,OuterJoin,Merge,xml76.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = ReturnsHistory.ReturnID ,ReturnsHistory,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
5,RightJoin,Sort,xml76.xml,ProductData.AdjustmentID  = InventoryData.AdjustmentID ,MergedData.ReturnID  = PriceAdjustments.ReturnID ,PriceAdjustments,ReturnsHistory,PriceAdjustments,ProcessedReturnsHistory
2,InnerJoin,Merge,xml77.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = StoreLocation.LocationID ,StoreLocation,StoreLocation,EmployeeDetails,ProcessedStoreLocation
2,OuterJoin,LookUp,xml77.xml,ProductData.EmployeeID  = InventoryData.EmployeeID ,MergedData.LocationID  = EmployeeDetails.LocationID ,EmployeeDetails,StoreLocation,EmployeeDetails,ProcessedStoreLocation
0,LeftJoin,Merge,xml78.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = VendorContracts.ContractID ,VendorContracts,VendorContracts,SupplierPerformance,ProcessedVendorContracts
0,RightJoin,MergeJoin,xml78.xml,ProductData.PerformanceID  = InventoryData.PerformanceID ,MergedData.ContractID  = SupplierPerformance.ContractID ,SupplierPerformance,VendorContracts,SupplierPerformance,ProcessedVendorContracts
2,InnerJoin,UnionAll,xml79.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = WarehouseLocation.WarehouseID ,WarehouseLocation,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,OuterJoin,MultiCast,xml79.xml,ProductData.EquipmentID  = InventoryData.EquipmentID ,MergedData.WarehouseID  = RentalEquipment.WarehouseID ,RentalEquipment,WarehouseLocation,RentalEquipment,ProcessedWarehouseLocation
2,InnerJoin,Sort,xml80.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer. FirstName ,customer,customer,customer_address,Processedcustomer
2,InnerJoin,LookUp,xml80.xml,ProductData.AddressID  = InventoryData.AddressID ,MergedData. FirstName  = customer_address. FirstName ,customer_address,customer,customer_address,Processedcustomer
4,RightJoin,MergeJoin,xml81.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = CustomerInformation.CustomerInfoID ,CustomerInformation,CustomerInformation,AccountDetails,ProcessedCustomerInformation
4,RightJoin,LookUp,xml81.xml,ProductData.AccountID  = InventoryData.AccountID ,MergedData.CustomerInfoID  = AccountDetails.CustomerInfoID ,AccountDetails,CustomerInformation,AccountDetails,ProcessedCustomerInformation
0,InnerJoin,MergeJoin,xml82.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = CustomerRequests.RequestID ,CustomerRequests,CustomerRequests,LoanDetails,ProcessedCustomerRequests
0,OuterJoin,UnionAll,xml82.xml,ProductData.LoanID  = InventoryData.LoanID ,MergedData.RequestID  = LoanDetails.RequestID ,LoanDetails,CustomerRequests,LoanDetails,ProcessedCustomerRequests
1,RightJoin,Merge,xml83.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = CreditCardDetails.CardID ,CreditCardDetails,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
1,LeftJoin,Sort,xml83.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData.CardID  = TransactionHistory.CardID ,TransactionHistory,CreditCardDetails,TransactionHistory,ProcessedCreditCardDetails
2,OuterJoin,MultiCast,xml84.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = CustomerCustomerOrders.OrderID ,CustomerCustomerOrders,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
2,LeftJoin,Merge,xml84.xml,ProductData.OrderDetailID  = InventoryData.OrderDetailID ,MergedData.OrderID  = OrderDetails.OrderID ,OrderDetails,CustomerCustomerOrders,OrderDetails,ProcessedCustomerOrders
4,OuterJoin,LookUp,xml85.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID ,PurchasePurchaseOrders,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
4,LeftJoin,UnionAll,xml85.xml,ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID ,MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID ,ShipmentRecords,PurchasePurchaseOrders,ShipmentRecords,ProcessedPurchaseOrders
5,OuterJoin,MergeJoin,xml86.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = EmployeeEmployeeOrders.EmployeeOrderID ,EmployeeEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,LeftJoin,UnionAll,xml86.xml,ProductData.ProductOrderID  = InventoryData.ProductOrderID ,MergedData.EmployeeOrderID  = ProductEmployeeOrders.EmployeeOrderID ,ProductEmployeeOrders,EmployeeEmployeeOrders,ProductEmployeeOrders,ProcessedEmployeeOrders
5,OuterJoin,MultiCast,xml87.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = SalesSalesOrders.SalesOrderID ,SalesSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,OuterJoin,LookUp,xml87.xml,ProductData.ReturnOrderID  = InventoryData.ReturnOrderID ,MergedData.SalesOrderID  = ReturnSalesOrders.SalesOrderID ,ReturnSalesOrders,SalesSalesOrders,ReturnSalesOrders,ProcessedSalesOrders
5,InnerJoin,UnionAll,xml88.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = ServiceRequests.ServiceRequestID ,ServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
5,InnerJoin,Merge,xml88.xml,ProductData.InventoryOrderID  = InventoryData.InventoryOrderID ,MergedData.ServiceRequestID  = InventoryServiceRequests.ServiceRequestID ,InventoryServiceRequests,ServiceRequests,InventoryServiceRequests,ProcessedServiceRequests
1,RightJoin,Merge,xml89.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = RepairRepairOrders.RepairOrderID ,RepairRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
1,InnerJoin,MergeJoin,xml89.xml,ProductData.ProjectOrderID  = InventoryData.ProjectOrderID ,MergedData.RepairOrderID  = ProjectRepairOrders.RepairOrderID ,ProjectRepairOrders,RepairRepairOrders,ProjectRepairOrders,ProcessedRepairOrders
5,RightJoin,MultiCast,xml90.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = SubscriptionSubscriptionOrders.SubscriptionOrderID ,SubscriptionSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
5,OuterJoin,Merge,xml90.xml,ProductData.TrainingOrderID  = InventoryData.TrainingOrderID ,MergedData.SubscriptionOrderID  = TrainingSubscriptionOrders.SubscriptionOrderID ,TrainingSubscriptionOrders,SubscriptionSubscriptionOrders,TrainingSubscriptionOrders,ProcessedSubscriptionOrders
1,OuterJoin,MultiCast,xml91.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = MaintenanceMaintenanceOrders.MaintenanceOrderID ,MaintenanceMaintenanceOrders,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
1,LeftJoin,Merge,xml91.xml,ProductData.ApplicationID  = InventoryData.ApplicationID ,MergedData.MaintenanceOrderID  = LoanApplications.MaintenanceOrderID ,LoanApplications,MaintenanceMaintenanceOrders,LoanApplications,ProcessedMaintenanceOrders
3,RightJoin,LookUp,xml92.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = InspectionInspectionOrders.InspectionOrderID ,InspectionInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
3,LeftJoin,Merge,xml92.xml,ProductData.MarketingOrderID  = InventoryData.MarketingOrderID ,MergedData.InspectionOrderID  = MarketingInspectionOrders.InspectionOrderID ,MarketingInspectionOrders,InspectionInspectionOrders,MarketingInspectionOrders,ProcessedInspectionOrders
1,InnerJoin,Sort,xml93.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = SubscriptionRenewals.RenewalID ,SubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
1,RightJoin,UnionAll,xml93.xml,ProductData.LicenseOrderID  = InventoryData.LicenseOrderID ,MergedData.RenewalID  = LicenseSubscriptionRenewals.RenewalID ,LicenseSubscriptionRenewals,SubscriptionRenewals,LicenseSubscriptionRenewals,ProcessedSubscriptionRenewals
0,LeftJoin,Sort,xml94.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = LeaseLeaseOrders.LeaseOrderID ,LeaseLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
0,OuterJoin,MergeJoin,xml94.xml,ProductData.AdvertisementOrderID  = InventoryData.AdvertisementOrderID ,MergedData.LeaseOrderID  = AdvertisementLeaseOrders.LeaseOrderID ,AdvertisementLeaseOrders,LeaseLeaseOrders,AdvertisementLeaseOrders,ProcessedLeaseOrders
5,RightJoin,Sort,xml95.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = EventEventOrders.EventOrderID ,EventEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
5,RightJoin,Sort,xml95.xml,ProductData.TravelOrderID  = InventoryData.TravelOrderID ,MergedData.EventOrderID  = TravelEventOrders.EventOrderID ,TravelEventOrders,EventEventOrders,TravelEventOrders,ProcessedEventOrders
4,LeftJoin,MultiCast,xml96.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = FacilityFacilityOrders.FacilityOrderID ,FacilityFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
4,OuterJoin,UnionAll,xml96.xml,ProductData.MembershipOrderID  = InventoryData.MembershipOrderID ,MergedData.FacilityOrderID  = MembershipFacilityOrders.FacilityOrderID ,MembershipFacilityOrders,FacilityFacilityOrders,MembershipFacilityOrders,ProcessedFacilityOrders
0,LeftJoin,Merge,xml97.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = ConsultingConsultingOrders.ConsultingOrderID ,ConsultingConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
0,OuterJoin,Merge,xml97.xml,ProductData.SupplyOrderID  = InventoryData.SupplyOrderID ,MergedData.ConsultingOrderID  = SupplyConsultingOrders.ConsultingOrderID ,SupplyConsultingOrders,ConsultingConsultingOrders,SupplyConsultingOrders,ProcessedConsultingOrders
2,LeftJoin,Sort,xml98.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = TrainingMaterialTrainingMaterialOrders.MaterialOrderID ,TrainingMaterialTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
2,OuterJoin,Merge,xml98.xml,ProductData.SurveyOrderID  = InventoryData.SurveyOrderID ,MergedData.MaterialOrderID  = SurveyTrainingMaterialOrders.MaterialOrderID ,SurveyTrainingMaterialOrders,TrainingMaterialTrainingMaterialOrders,SurveyTrainingMaterialOrders,ProcessedTrainingMaterialOrders
0,LeftJoin,LookUp,xml99.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = CategoryCatalog.CategoryID ,CategoryCatalog,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
0,LeftJoin,MergeJoin,xml99.xml,ProductData.PromotionID  = InventoryData.PromotionID ,MergedData.CategoryID  = PromotionDetails.CategoryID ,PromotionDetails,CategoryCatalog,PromotionDetails,ProcessedCategoryCatalog
1,RightJoin,MultiCast,xml100.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorAnalysis.CompetitorID ,CompetitorAnalysis,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
1,OuterJoin,Sort,xml100.xml,ProductData.PricingID  = InventoryData.PricingID ,MergedData.CompetitorID  = CompetitorPricing.CompetitorID ,CompetitorPricing,CompetitorAnalysis,CompetitorPricing,ProcessedCompetitorAnalysis
4,RightJoin,Merge,xml101.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = ComplianceRecords.RecordID ,ComplianceRecords,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
4,OuterJoin,Sort,xml101.xml,ProductData.ComplianceID  = InventoryData.ComplianceID ,MergedData.RecordID  = LegalCompliance.RecordID ,LegalCompliance,ComplianceRecords,LegalCompliance,ProcessedComplianceRecords
5,LeftJoin,Sort,xml102.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerAcquisition.AcquisitionID ,CustomerAcquisition,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
5,LeftJoin,Sort,xml102.xml,ProductData.LoyaltyID  = InventoryData.LoyaltyID ,MergedData.AcquisitionID  = CustomerLoyalty.AcquisitionID ,CustomerLoyalty,CustomerAcquisition,CustomerLoyalty,ProcessedCustomerAcquisition
1,RightJoin,MergeJoin,xml103.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = CustomerInfo. FirstName ,CustomerInfo,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
1,RightJoin,MergeJoin,xml103.xml,ProductData.TransactionID  = InventoryData.TransactionID ,MergedData. FirstName  = TransactionHistory. FirstName ,TransactionHistory,CustomerInfo,TransactionHistory,ProcessedCustomerInfo
5,RightJoin,MultiCast,xml104.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerPreferences.PreferenceID ,CustomerPreferences,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
5,RightJoin,LookUp,xml104.xml,ProductData.RetentionID  = InventoryData.RetentionID ,MergedData.PreferenceID  = CustomerRetention.PreferenceID ,CustomerRetention,CustomerPreferences,CustomerRetention,ProcessedCustomerPreferences
4,LeftJoin,Merge,xml105.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSegments.SegmentID ,CustomerSegments,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
4,RightJoin,LookUp,xml105.xml,ProductData.LogID  = InventoryData.LogID ,MergedData.SegmentID  = CustomerSupportLogs.SegmentID ,CustomerSupportLogs,CustomerSegments,CustomerSupportLogs,ProcessedCustomerSegments
1,LeftJoin,MergeJoin,xml106.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = DemandForecasting.ForecastID ,DemandForecasting,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
1,InnerJoin,UnionAll,xml106.xml,ProductData.IntegrationID  = InventoryData.IntegrationID ,MergedData.ForecastID  = E-commerceIntegration.ForecastID ,E-commerceIntegration,DemandForecasting,E-commerceIntegration,ProcessedDemandForecasting
2,InnerJoin,LookUp,xml107.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeAttendance.AttendanceID ,EmployeeAttendance,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
2,OuterJoin,MergeJoin,xml107.xml,ProductData.TrainingID  = InventoryData.TrainingID ,MergedData.AttendanceID  = EmployeeTraining.AttendanceID ,EmployeeTraining,EmployeeAttendance,EmployeeTraining,ProcessedEmployeeAttendance
5,OuterJoin,MergeJoin,xml108.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeBenefits.BenefitID ,EmployeeBenefits,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
5,RightJoin,LookUp,xml108.xml,ProductData.ScheduleID  = InventoryData.ScheduleID ,MergedData.BenefitID  = EmployeeScheduling.BenefitID ,EmployeeScheduling,EmployeeBenefits,EmployeeScheduling,ProcessedEmployeeBenefits
3,InnerJoin,Sort,xml109.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeDisciplinary.DisciplinaryID ,EmployeeDisciplinary,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
3,RightJoin,LookUp,xml109.xml,ProductData.ClaimID  = InventoryData.ClaimID ,MergedData.DisciplinaryID  = EmployeeBenefitsClaims.DisciplinaryID ,EmployeeBenefitsClaims,EmployeeDisciplinary,EmployeeBenefitsClaims,ProcessedEmployeeDisciplinary
2,LeftJoin,Merge,xml110.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeEngagement.EngagementID ,EmployeeEngagement,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
2,RightJoin,MergeJoin,xml110.xml,ProductData.TrainingLogID  = InventoryData.TrainingLogID ,MergedData.EngagementID  = EmployeeTrainingLogs.EngagementID ,EmployeeTrainingLogs,EmployeeEngagement,EmployeeTrainingLogs,ProcessedEmployeeEngagement
5,OuterJoin,MultiCast,xml111.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = EnergyConsumption.ConsumptionID ,EnergyConsumption,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
5,OuterJoin,MultiCast,xml111.xml,ProductData.InspectionID  = InventoryData.InspectionID ,MergedData.ConsumptionID  = FacilityInspections.ConsumptionID ,FacilityInspections,EnergyConsumption,FacilityInspections,ProcessedEnergyConsumption
0,LeftJoin,Merge,xml112.xml,ProductData.SecurityID  = InventoryData.SecurityID ,MergedData.UtilizationID  = FacilityUtilization.UtilizationID ,FacilityUtilization,FacilityUtilization,FacilitySecurity,ProcessedFacilityUtilization
